"name","springdist","distprev","elevation","elevationdiff","amenities","links"
" The Cobbles ","0.15664E4","0.25E1","0.185E4","-0.2E3"," None ","<a href=""http://www.summitpost.org/image/32439/150465/contemplating-mt-greylock.html"">The Cobbles</a>"
" Hoosic River, Cheshire ","0.15675E4","0.11E1","0.95E3","-0.9E3"," W,R,G,O ",""
" Hiker Kiosk ","0.15676E4","0.1E0","0.97E3","0.2E2"," None ",""
" MA 8, Adams ","0.15681E4","0.5E0","0.99E3","0.2E2"," L,G,Cl ",""
" Outlook Ave. ","0.15689E4","0.8E0","0.135E4","0.36E3"," None ",""
" Old Adams Rd. ","0.15716E4","0.27E1","0.235E4","0.1E4"," None ",""
" Mark Noepel Lean-to (pic) ","0.15725E4","0.9E0","0.275E4","0.4E3"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=MarkNoepe"">Mark Noepel Lean-to</a><a href=""http://picasaweb.google.com/lh/photo/7h8Ao60L79_6ptcbWfWdzw"">pic</a>"
" Saddle Ball Mt. ","0.15731E4","0.6E0","0.315E4","0.4E3"," None ","<a href=""http://www.franklinsites.com/hikephotos/Massachusetts/saddleballmtn.php"">Saddle Ball Mt.</a>"
" Notch/Rockwell Rd. ","0.15753E4","0.22E1","0.329E4","0.14E3"," None ",""
" Mt. Greylock ","0.15758E4","0.5E0","0.3491E4","0.201E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/150465/mount-greylock.html"">Mt. Greylock</a>"
" Notch Rd. ","0.1579E4","0.32E1","0.34E4","-0.91E2"," W ",""
" Wilbur Clearing Lean-to (pic) ","0.15791E4","0.1E0","0.2325E4","-0.1075E4"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=WilburClr"">Wilbur Clearing Lean-to</a><a href=""http://gallery.backcountry.net/albums/papabear_section_2/ade.sized.jpg"">pic</a>"
" Pattison Rd. ","0.15812E4","0.21E1","0.9E3","-0.1425E4"," W ",""
" MA 2, North Adams ","0.15821E4","0.9E0","0.66E3","-0.24E3"," L*,R*,G*,Sh*",""
" Sherman Brook Primitive Campsite ","0.15839E4","0.18E1","0.13E4","0.64E3"," C,W ",""
" Pine Cobble Trail ","0.15849E4","0.1E1","0.201E4","0.71E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/152864/pine-cobble.html"">Pine Cobble</a>"
" Eph’s Lookout ","0.15856E4","0.7E0","0.2254E4","0.244E3"," None ",""
" MA-VT State Line ","0.15862E4","0.6E0","0.233E4","0.76E2"," None ","<a href=""http://gallery.backcountry.net/albums/papabear_section_2/adh.sized.jpg"">MA-VT State Line</a>"
" brook ","0.15866E4","0.4E0","0.23E4","-0.3E2"," W ",""
" Seth Warner Shelter (pic) ","0.1589E4","0.24E1","0.218E4","-0.12E3"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=SethWarne"">Seth Warner Shelter</a><a href=""http://www.downthetrail.com/the-long-trail/shelters/seth-warner-shelter/"">pic</a>"
" County Road ","0.15893E4","0.3E0","0.229E4","0.11E3"," None ",""
" Ed’s Spring ","0.15904E4","0.11E1","0.289E4","0.6E3"," W ",""
" Roaring Branch ","0.1592E4","0.16E1","0.247E4","-0.42E3"," W ","<a href=""http://outdoors.webshots.com/photo/1079108074047727016HOJXTj"">Roaring Branch</a>"
" Congdon Shelter (pic) ","0.15962E4","0.42E1","0.206E4","-0.41E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Congdon"">Congdon Shelter</a><a href=""http://www.downthetrail.com/the-long-trail/shelters/congdon-shelter/"">pic</a>"
" Harmon Hill ","0.15987E4","0.25E1","0.2325E4","0.265E3"," None ","<a href=""http://www.panoramio.com/photo/23613904"">Harmon Hill</a>"
" VT 9 ","0.16005E4","0.18E1","0.136E4","-0.965E3"," W ",""
" Melville Nauheim Shelter (pic) ","0.16021E4","0.16E1","0.233E4","0.97E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=MelvilleN"">Melville Nauheim Shelter</a><a href=""http://www.downthetrail.com/the-long-trail/shelters/melville-nauheim-shelter/"">pic</a>"
" Hell Hollow Brook ","0.16037E4","0.16E1","0.235E4","0.2E2"," W ","<a href=""http://outdoors.webshots.com/photo/1088820639047439450BUVHlj"">Hell Hollow Brook</a>"
" Little Pond Lookout ","0.16063E4","0.26E1","0.306E4","0.71E3"," None ",""
" Glastenbury Lookout ","0.16081E4","0.18E1","0.292E4","-0.14E3"," None ","<a href=""http://www.summitpost.org/image/228232/221010/glastenbury-mountain-firetower.html"">Glastenbury Lookout</a>"
" Goddard Shelter (pic) ","0.16106E4","0.25E1","0.354E4","0.62E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Goddard"">Goddard Shelter</a><a href=""http://www.downthetrail.com/the-long-trail/shelters/goddard-shelter/"">pic</a>"
" Glastenbury Mt. ","0.16109E4","0.3E0","0.3748E4","0.208E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/151289/glastenbury-mt.html"">Glastenbury Mt.</a>"
" Kid Gore Shelter (pic) ","0.16149E4","0.4E1","0.2795E4","-0.953E3"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=KidGore"">Kid Gore Shelter</a><a href=""http://www.downthetrail.com/the-long-trail/shelters/kid-gore-shelter/"">pic</a>"
" Lydia’s Rest ","0.16162E4","0.13E1","0.33E4","0.505E3"," None ","<a href=""http://www.downthetrail.com/longtrailphotos/day23/LT23ZN.JPG"">Lydia’s Rest</a>"
" South Alder Brook ","0.16186E4","0.24E1","0.26E4","-0.7E3"," W ",""
" Story Spring Shelter (pic) ","0.16195E4","0.9E0","0.281E4","0.21E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=StorySpr"">Story Spring Shelter</a><a href=""http://www.downthetrail.com/the-long-trail/shelters/story-spring-shelter/"">pic</a>"
" Stratton-Arlington Rd. ","0.16231E4","0.36E1","0.223E4","-0.58E3"," W ",""
" Stratton Mt. ","0.16269E4","0.38E1","0.3936E4","0.1706E4"," None ","<a href=""http://www.summitpost.org/mountain/rock/151903/stratton-mountain.html"">Stratton Mt.</a>"
" Stratton Pond Shelter (pic) ","0.16299E4","0.3E1","0.2565E4","-0.1371E4"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=StrattonP"">Stratton Pond Shelter</a><a href=""http://www.downthetrail.com/the-long-trail/shelters/stratton-pond-shelter/"">pic</a>"
" Stratton Pond ","0.16301E4","0.2E0","0.2555E4","-0.1E2"," C,W ","<a href=""http://www.summitpost.org/image/340083/151903/stratton-mountain-and-stratton-pond.html"">Stratton Pond</a>"
" Winhall River ","0.1632E4","0.19E1","0.2175E4","-0.38E3"," W ","<a href=""http://picasaweb.google.com/lh/photo/W1hbAltwqmqfiaOHQPA37g"">Winhall River</a>"
" William B. Douglas Shelter (pic) ","0.16348E4","0.28E1","0.221E4","0.35E2"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=WilliamB"">William B. Douglas Shelter</a><a href=""http://www.brattleborogmc.com/photos//Douglas/2005_0612_020.jpg"">pic</a>"
" Old Rootville Rd, Prospect Rock ","0.16357E4","0.9E0","0.215E4","-0.6E2"," W ","<a href=""http://www.summitpost.org/image/340865/170967/from-prospect-rock.html"">Prospect Rock</a>"
" Spruce Peak Shelter (pic) ","0.16378E4","0.21E1","0.218E4","0.3E2"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=SprucePea"">Spruce Peak Shelter</a><a href=""http://www.downthetrail.com/the-long-trail/shelters/spruce-peak-shelter/"">pic</a>"
" Spruce Peak ","0.16382E4","0.4E0","0.204E4","-0.14E3"," None ",""
" VT 11/30 ","0.16406E4","0.24E1","0.184E4","-0.2E3"," W ",""
" Bromley Shelter (pic) ","0.16426E4","0.2E1","0.256E4","0.72E3"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Bromley"">Bromley Shelter</a><a href=""http://www.downthetrail.com/the-long-trail/shelters/bromley-shelter/"">pic</a>"
" Bromley Mt. ","0.16436E4","0.1E1","0.326E4","0.7E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/572164/bromley-mountain.html"">Bromley Mt.</a>"
" Mad Tom Notch, USFS 21 ","0.16461E4","0.25E1","0.2446E4","-0.814E3"," W ","<a href=""http://outdoors.webshots.com/photo/1088822849047439450iUKtnv"">Mad Tom Notch</a>"
" Styles Peak ","0.16477E4","0.16E1","0.3394E4","0.948E3"," None ","<a href=""http://outdoors.webshots.com/photo/2788507370065547378NnDfnS"">Styles Peak</a>"
" Peru Peak ","0.16494E4","0.17E1","0.3429E4","0.35E2"," None ","<a href=""http://www.summitpost.org/image/173406/174869/peru-peak.html"">Peru Peak</a>"
" Peru Peak Shelter (pic) ","0.16507E4","0.13E1","0.2605E4","-0.824E3"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=PeruPeak"">Peru Peak Shelter</a><a href=""http://www.downthetrail.com/the-long-trail/shelters/peru-peak-shelter/"">pic</a>"
" Griffith Lake Tenting Area ","0.16512E4","0.5E0","0.26E4","-0.5E1"," C,W ",""
" Griffith Lake ","0.16534E4","0.22E1","0.26E4","0.0"," W ","<a href=""http://www.summitpost.org/image/173405/170967/griffith-lake.html"">Griffith Lake</a>"
" Baker Peak ","0.16554E4","0.2E1","0.285E4","0.25E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/155238/baker-peak.html"">Baker Peak</a>"
" Lost Pond Campsite ","0.16569E4","0.15E1","0.215E4","-0.7E3"," C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=LostPond"">Lost Pond Campsite</a>"
" Old Job Shelter (pic) ","0.16571E4","0.2E0","0.1525E4","-0.625E3"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=OldJob"">Old Job Shelter</a><a href=""http://4.bp.blogspot.com/_4286skaiT0g/SHIroAsrXGI/AAAAAAAAAV0/_fiB_fJgcmc/s1600-h/000_0281.jpg"">pic</a>"
" USFS 10, Black Branch ","0.16584E4","0.13E1","0.15E4","-0.25E2"," W ",""
" Lula Tye Shelter (pic) ","0.16601E4","0.17E1","0.192E4","0.42E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=LulaTye"">Lula Tye Shelter</a><a href=""http://www.downthetrail.com/the-long-trail/shelters/lula-tye-shelter/"">pic</a>"
" Little Rock Pond Tenting Area ","0.16604E4","0.3E0","0.1854E4","-0.66E2"," C,W ","<a href=""http://sectionhiker.com/wp-content/uploads/IMG_1131.JPG"">Little Rock Pond Tenting Area</a>"
" spring ","0.16605E4","0.1E0","0.1854E4","0.0"," W ",""
" Little Rock Pond Shelter (pic) ","0.16608E4","0.3E0","0.1885E4","0.31E2"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=LittleRoc"">Little Rock Pond Shelter</a><a href=""http://www.downthetrail.com/the-long-trail/shelters/little-rock-pond-shelter/"">pic</a>"
" White Rocks Cliffs side trail ","0.16647E4","0.39E1","0.24E4","0.515E3"," None ","<a href=""http://www.panoramio.com/photo/14330273"">White Rocks Cliffs</a>"
" Greenwall Shelter (pic) ","0.16652E4","0.5E0","0.2025E4","-0.375E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Greenwall"">Greenwall Shelter</a><a href=""http://www.downthetrail.com/the-long-trail/shelters/greenwall-shelter/"">pic</a>"
" Sugar Hill Rd. ","0.16666E4","0.14E1","0.126E4","-0.765E3"," None ",""
" VT 140 ","0.16667E4","0.1E0","0.116E4","-0.1E3"," W ",""
" Bear Mt. ","0.16688E4","0.21E1","0.222E4","0.106E4"," None ",""
" Minerva Hinchey Shelter (pic) ","0.16703E4","0.15E1","0.1605E4","-0.615E3"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=MinervaHi"">Minerva Hinchey Shelter</a><a href=""http://www.downthetrail.com/the-long-trail/shelters/minerva-hinchey-shelter/"">pic</a>"
" Clarendon Gorge ","0.16729E4","0.26E1","0.8E3","-0.805E3"," W ","<a href=""http://www.panoramio.com/photo/16055050"">Clarendon Gorge</a>"
" VT 103 ","0.1673E4","0.1E0","0.86E3","0.6E2"," R,G* ",""
" Clarendon Shelter (pic) ","0.1674E4","0.1E1","0.119E4","0.33E3"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Clarendon"">Clarendon Shelter</a><a href=""http://www.downthetrail.com/the-long-trail/shelters/clarendon-shelter/"">pic</a>"
" Beacon Hill ","0.16745E4","0.5E0","0.174E4","0.55E3"," None ",""
" Lottery Rd. ","0.16749E4","0.4E0","0.172E4","-0.2E2"," None ",""
" Lower Cold River Rd. ","0.16769E4","0.2E1","0.14E4","-0.32E3"," None ",""
" Gould Brook (ford) ","0.16777E4","0.8E0","0.148E4","0.8E2"," W ","<a href=""http://www.panoramio.com/photo/16055635"">Gould Brook (ford)</a>"
" Upper Cold River Rd. ","0.16784E4","0.7E0","0.163E4","0.15E3"," W ",""
" Governor Clement Shelter (pic) ","0.16798E4","0.14E1","0.19E4","0.27E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=GovernorC"">Governor Clement Shelter</a><a href=""http://www.downthetrail.com/the-long-trail/shelters/governor-clement-shelter/"">pic</a>"
" Killington Peak side trail ","0.16841E4","0.43E1","0.39E4","0.2E4"," None ","<a href=""http://www.summitpost.org/mountain/rock/154527/killington-peak.html"">Killington Peak</a>"
" Cooper Lodge (pic) ","0.16841E4","0.0","0.39E4","0.0"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=CooperLdg"">Cooper Lodge</a><a href=""http://www.downthetrail.com/the-long-trail/shelters/cooper-lodge/"">pic</a>"
" Sherburne Trail to Pico Camp (pic) ","0.16866E4","0.25E1","0.348E4","-0.42E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=PicoCamp"">Pico Camp</a><a href=""http://www.downthetrail.com/the-long-trail/shelters/pico-camp/"">pic</a>"
" Churchill Scott Shelter (pic) ","0.16885E4","0.19E1","0.256E4","-0.92E3"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Churchill"">Churchill Scott Shelter</a><a href=""http://www.downthetrail.com/the-long-trail/shelters/churchill-scott-shelter/"">pic</a>"
" US 4, Rutland ","0.16904E4","0.19E1","0.188E4","-0.68E3"," W,L*,R* ",""
" Tucker Johnson Shelter (pic), Willard Gap ","0.16914E4","0.1E1","0.23E4","0.42E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=TuckerJoh"">Tucker Johnson Shelter</a><a href=""http://www.downthetrail.com/the-long-trail/shelters/tucker-johnson-shelter/"">pic</a>"
" Sherburne Pass Trail ","0.16923E4","0.9E0","0.244E4","0.14E3"," L,R ",""
" Gifford Woods State Park ","0.16937E4","0.14E1","0.166E4","-0.78E3"," S,C,W,Sh,R*,G* ","<a href=""http://www.vtstateparks.com/htm/gifford.cfm"">Gifford Woods State Park</a>"
" Kent Pond, Thundering Brook Rd. ","0.16944E4","0.7E0","0.145E4","-0.21E3"," L,R,O ","<a href=""http://www.panoramio.com/photo/4551626"">Kent Pond</a>"
" River Rd. ","0.16956E4","0.12E1","0.1214E4","-0.236E3"," None ",""
" Quimby Mt. ","0.16961E4","0.5E0","0.255E4","0.1336E4"," None ",""
" Stony Brook Shelter (pic) ","0.17004E4","0.43E1","0.176E4","-0.79E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=StonyBrk"">Stony Brook Shelter</a><a href=""http://outdoors.webshots.com/photo/1387074475061591357EhbVpI"">pic</a>"
" Chateauguay Rd. ","0.17051E4","0.47E1","0.2E4","0.24E3"," None ",""
" Lakota Lake Lookout ","0.17058E4","0.7E0","0.264E4","0.64E3"," None ","<a href=""http://picasaweb.google.com/lh/photo/jOhZTIFT6GnvtvpA_FX4hA"">Lakota Lake Lookout</a>"
" trail to lookout ","0.17079E4","0.21E1","0.232E4","-0.32E3"," None ",""
" Wintturi Shelter (pic) ","0.17103E4","0.24E1","0.191E4","-0.41E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=WintturiS"">Wintturi Shelter</a><a href=""http://outdoors.webshots.com/photo/1387050762061591357HbuNTr"">pic</a>"
" VT 12, Gulf Stream Bridge ","0.17141E4","0.38E1","0.882E3","-0.1028E4"," G ",""
" Woodstock Stage Rd. ","0.17156E4","0.15E1","0.82E3","-0.62E2"," W,G* ",""
" Pomfret-South Pomfret Rd. ","0.17178E4","0.22E1","0.98E3","0.16E3"," W ",""
" Cloudland Rd. ","0.17196E4","0.18E1","0.137E4","0.39E3"," S,G ",""
" Thistle Hill ","0.17216E4","0.2E1","0.18E4","0.43E3"," None ",""
" Thistle Hill Shelter (pic) ","0.17219E4","0.3E0","0.148E4","-0.32E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=ThistleHi"">Thistle Hill Shelter</a><a href=""http://www.atexperience.com/photos/vermont/large/July%2020%20Privy%20at%20Thistle%20Hill%20Shelter.jpg"">pic</a>"
" Joe Ranger Rd. ","0.17234E4","0.15E1","0.128E4","-0.2E3"," None ",""
" VT 14, White River ","0.17267E4","0.33E1","0.39E3","-0.89E3"," C,R,G ",""
" Tigertown/Podunk Rd. ","0.17273E4","0.6E0","0.54E3","0.15E3"," None ",""
" Podunk Brook ","0.17281E4","0.8E0","0.86E3","0.32E3"," W ",""
" Happy Hill Shelter (pic) ","0.17307E4","0.26E1","0.146E4","0.6E3"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=HappyHill"">Happy Hill Shelter</a><a href=""http://outdoors.webshots.com/photo/1154902662045831896KYtwmy"">pic</a>"
" US 5, Norwich ","0.1735E4","0.43E1","0.537E3","-0.923E3"," L,R,G ",""
" Connecticut River, VT-NH State Line ","0.1736E4","0.1E1","0.38E3","-0.157E3"," None ","<a href=""http://whereswalden.com/wp-content/uploads/2009/01/0111.jpg"">VT-NH State Line</a>"
" NH 10, Dartmouth College ","0.17365E4","0.5E0","0.52E3","0.14E3"," L,C,G,O,Cl* ","<a href=""http://www.dartmouth.edu"">Dartmouth College</a>"
" NH 120 ","0.17372E4","0.7E0","0.49E3","-0.3E2"," None ",""
" Velvet Rocks Shelter (pic) ","0.1738E4","0.8E0","0.104E4","0.55E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=VelvetRoc"">Velvet Rocks Shelter</a><a href=""http://picasaweb.google.com/lh/photo/LQB4q7vic6-y1IBtCvhSGw"">pic</a>"
" Ledyard Spring ","0.17385E4","0.5E0","0.12E4","0.16E3"," W ",""
" Trescott Rd. ","0.1741E4","0.25E1","0.49E3","-0.71E3"," None ",""
" Etna-Hanover Center Rd. ","0.17424E4","0.14E1","0.845E3","0.355E3"," L*,G* ",""
" Three Mile Rd. ","0.17449E4","0.25E1","0.135E4","0.505E3"," None ",""
" Mink Brook ","0.17451E4","0.2E0","0.13E4","-0.5E2"," W ","<a href=""http://lh4.ggpht.com/_Z2qFwe4XzDg/SsgiYCXT1DI/AAAAAAAAAGI/2RJ_4FXHZ3o/s800/DSC_2103.JPG"">Mink Brook</a>"
" Moose Mt. (south peak) ","0.17467E4","0.16E1","0.229E4","0.99E3"," None ","<a href=""http://picasaweb.google.com/lh/photo/QgWK15YxX7cjWxJ6gKdsxQ"">Moose Mt. (south peak)</a>"
" Moose Mt. Shelter (pic) ","0.17475E4","0.8E0","0.185E4","-0.44E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=MooseMtn"">Moose Mt. Shelter</a><a href=""http://whereswalden.com/wp-content/uploads/2009/01/0108.jpg"">pic</a>"
" South Fork, Hewes Brook ","0.17494E4","0.19E1","0.11E4","-0.75E3"," W ",""
" Goose Pond Rd. ","0.17507E4","0.13E1","0.952E3","-0.148E3"," None ",""
" Holts Ledge ","0.17527E4","0.2E1","0.193E4","0.978E3"," None ","<a href=""http://www.panoramio.com/photo/16036938"">Holts Ledge</a>"
" Trapper John Shelter (pic) ","0.17532E4","0.5E0","0.1345E4","-0.585E3"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=TrapperJ"">Trapper John Shelter</a><a href=""http://outdoors.webshots.com/photo/1059176747040856153DOgLbU"">pic</a>"
" Dartmouth Skiway ","0.17541E4","0.9E0","0.88E3","-0.465E3"," None ","<a href=""http://www.dartmouth.edu/~skiway/"">Dartmouth Skiway</a>"
" Lyme-Dorchester Rd. ","0.17561E4","0.2E1","0.85E3","-0.3E2"," W ",""
" Smarts Mt. Tentsite ","0.17598E4","0.37E1","0.32E4","0.235E4"," C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=SmartsMtn"">Smarts Mt. Tentsite</a>"
" Firewarden’s Cabin (pic) ","0.17599E4","0.1E0","0.323E4","0.3E2"," S,W ","<a href=""http://walkingnorth.files.wordpress.com/2009/03/august-26.jpg"">Firewarden’s Cabin</a><a href=""http://farm4.static.flickr.com/3190/2561933175_7cf3c7b11e.jpg"">pic</a>"
" South Jacob’s Fork ","0.17638E4","0.39E1","0.145E4","-0.178E4"," None ","<a href=""http://www.jmclum.com/fall2000/091700a.jpg"">South Jacob’s Fork</a>"
" Hexacuba Shelter (pic) ","0.17652E4","0.14E1","0.198E4","0.53E3"," S ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=Hexacuba"">Hexacuba Shelter</a><a href=""http://sectionhiker.com/wp-content/uploads/IMG_2210.JPG"">pic</a>"
" Mt. Cube side trail ","0.17668E4","0.16E1","0.2911E4","0.931E3"," None ","<a href=""http://www.panoramio.com/photo/8646367"">Mt. Cube</a>"
" NH 25A, Wentworth ","0.17701E4","0.33E1","0.9E3","-0.2011E4"," C*,G* ",""
" Cpae Moonshine Rd. ","0.17717E4","0.16E1","0.148E4","0.58E3"," C*,Sh* ",""
" Ore Hill Shelter (pic) ","0.17723E4","0.6E0","0.172E4","0.24E3"," S,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=OreHill"">Ore Hill Shelter</a><a href=""http://picasaweb.google.com/lh/photo/7bu3wx_GL_H8te4GdbFHDA"">pic</a>"
" NH 25C ","0.17749E4","0.26E1","0.155E4","-0.17E3"," None ",""
" Mt. Mist ","0.17774E4","0.25E1","0.22E4","0.65E3"," None ","<a href=""http://whiteblaze.net/forum/vbg/showimage.php?i=19495&amp;c="">Mt. Mist</a>"
" NH 25, Glencliff ","0.17798E4","0.24E1","0.1E4","-0.12E4"," L,Cl,Sh ",""
" Jeffers Brook Shelter (pic) ","0.17809E4","0.11E1","0.135E4","0.35E3"," S,C,W ","<a href=""http://www.cs.utk.edu/~dunigan/at/m.php?wpt=JeffersBr"">Jeffers Brook Shelter</a><a href=""http://purebound.com/AT/new_hampshire/jeffers_brook_shelter.jpg"">pic</a>"
" Mt. Moosilaukee ","0.17855E4","0.46E1","0.4802E4","0.3452E4"," None ","<a href=""http://www.summitpost.org/mountain/rock/150546/mount-moosilauke.html"">Mt. Moosilaukee</a>"
" Beaver Brook Shelter ","0.17878E4","0.23E1","0.375E4","-0.1052E4"," S,C,W ","<a href=""http://hikethewhites.com/b_b_shelter.html"">Beaver Brook Shelter</a>"
" Kinsman Notch, NH 112 ","0.17893E4","0.15E1","0.187E4","-0.188E4"," W ","<a href=""http://outdoors.webshots.com/photo/1065506704044554306NDAUBu"">Kinsman Notch</a>"
" Mt. Wolf (East Peak) ","0.17939E4","0.46E1","0.3478E4","0.1608E4"," None ",""
" Eliza Brook Shelter ","0.17968E4","0.29E1","0.24E4","-0.1078E4"," S,C,W ","<a href=""http://hikethewhites.com/eliza_brook.html"">Eliza Brook Shelter</a>"
" South Kinsman Mt. ","0.17993E4","0.25E1","0.4358E4","0.1958E4"," None ","<a href=""http://www.summitpost.org/mountain/rock/153350/kinsman-mountain-north-and-south.html"">South Kinsman Mt.</a>"
" North Kinsman Mt. ","0.18002E4","0.9E0","0.4293E4","-0.65E2"," None ","<a href=""http://www.summitpost.org/mountain/rock/153350/kinsman-mountain-north-and-south.html"">North Kinsman Mt.</a>"
" Kinsman Pond Shelter ","0.18008E4","0.6E0","0.375E4","-0.543E3"," S,C,W ","<a href=""http://hikethewhites.com/k_pond_shelter.html"">Kinsman Pond Shelter</a>"
" Lonesome Lake Hut ","0.18027E4","0.19E1","0.276E4","-0.99E3"," L,R,W ","<a href=""http://hikethewhites.com/lonesome_hut.html"">Lonesome Lake Hut</a>"
" Franconia Notch, I-93 ","0.18056E4","0.29E1","0.145E4","-0.131E4"," R*,Sh* ","<a href=""http://nhparks.state.nh.us/state-parks/alphabetical-order/franconia-notch-state-park/"">Franconia Notch</a>"
" Liberty Springs Tentsite ","0.18082E4","0.26E1","0.387E4","0.242E4"," C,W ","<a href=""http://hikethewhites.com/liberty_camp.html"">Liberty Springs Tentsite</a>"
" Little Haystack Mt. ","0.18103E4","0.21E1","0.48E4","0.93E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/151239/little-haystack.html"">Little Haystack Mt.</a>"
" Mt. Lincoln ","0.1811E4","0.7E0","0.5089E4","0.289E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/151238/mount-lincoln.html"">Mt. Lincoln</a>"
" Mt. Lafayette ","0.1812E4","0.1E1","0.526E4","0.171E3"," W,L*,R* ","<a href=""http://www.summitpost.org/mountain/rock/150537/mount-lafayette.html"">Mt. Lafayette</a>"
" Garfield Pond ","0.18148E4","0.28E1","0.386E4","-0.14E4"," None ",""
" Mt. Garfield ","0.18155E4","0.7E0","0.45E4","0.64E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/150849/mount-garfield.html"">Mt. Garfield</a>"
" Garfield Ridge Shelter (pic) ","0.18159E4","0.4E0","0.39E4","-0.6E3"," S,C,W ","<a href=""http://hikethewhites.com/g_ridge_shelter.html"">Garfield Ridge Shelter</a><a href=""http://www.summitpost.org/view_object.php?object_id=177033&amp;context_id=383841"">pic</a>"
" Galehead Hut ","0.18186E4","0.27E1","0.38E4","-0.1E3"," L,R,W ","<a href=""http://hikethewhites.com/galehead_hut.html"">Galehead Hut</a>"
" South Twin Mt. ","0.18194E4","0.8E0","0.4902E4","0.1102E4"," None ","<a href=""http://www.summitpost.org/mountain/rock/154099/south-twin-mountain.html"">South Twin Mt.</a>"
" Mt. Guyot ","0.18214E4","0.2E1","0.458E4","-0.322E3"," S*,C*,W* ","<a href=""http://www.summitpost.org/mountain/rock/153590/mount-guyot-nh-.html"">Mt. Guyot</a>"
" Zeacliff ","0.18244E4","0.3E1","0.4084E4","-0.496E3"," None ","<a href=""http://www.summitpost.org/mountain/rock/153584/zealand-mountain-zeacliff.html"">Zeacliff</a>"
" Zealand Falls Hut ","0.18256E4","0.12E1","0.263E4","-0.1454E4"," L,R,W ","<a href=""http://hikethewhites.com/zealand_hut.html"">Zealand Falls Hut</a>"
" Ethan Pond Shelter ","0.18304E4","0.48E1","0.286E4","0.23E3"," S,C,W ","<a href=""http://hikethewhites.com/ethanpond.html"">Ethan Pond Shelter</a>"
" Crawford Notch, US 311 ","0.18333E4","0.29E1","0.1277E4","-0.1583E4"," C*,R*,Cl*,Sh* ","<a href=""http://hikethewhites.com/crawford.html"">Crawford Notch</a>"
" Saco River ","0.18334E4","0.1E0","0.1277E4","0.0"," W ",""
