"name","springdist","distprev","elevation","elevationdiff","amenities"
" Eastern Pinnacles ","0.13632E4","0.13E1","0.1294E4","0.114E3"," None "
" Cat Rocks ","0.13637E4","0.5E0","0.108E4","-0.214E3"," None "
" Wildcat Shelter (pic) ","0.1364E4","0.3E0","0.118E4","0.1E3"," S,W "
" Lakes Rd. ","0.13655E4","0.15E1","0.68E3","-0.5E3"," None "
" Fitzgerald Falls ","0.13658E4","0.3E0","0.8E3","0.12E3"," W "
" Mombasha High Pt. ","0.13678E4","0.2E1","0.128E4","0.48E3"," None "
" West Mombasha Rd. ","0.1369E4","0.12E1","0.98E3","-0.3E3"," None "
" Buchanan Mt. ","0.13699E4","0.9E0","0.1142E4","0.162E3"," None "
" East Mombasha Rd. ","0.13707E4","0.8E0","0.84E3","-0.302E3"," None "
" Little Dam Lake ","0.13714E4","0.7E0","0.72E3","-0.12E3"," None "
" Orange Turnpike","0.13721E4","0.7E0","0.78E3","0.6E2"," W "
" Arden Mt, Agony Grind ","0.13728E4","0.7E0","0.118E4","0.4E3"," None "
" NY 17 ","0.13739E4","0.11E1","0.55E3","-0.63E3"," None "
" I-87 ","0.13741E4","0.2E0","0.56E3","0.1E2"," None "
" Arden Valley Rd. ","0.13743E4","0.2E0","0.68E3","0.12E3"," None "
" Island Pond Outlet ","0.13756E4","0.13E1","0.135E4","0.67E3"," W "
" Lemon Squeezer ","0.13762E4","0.6E0","0.115E4","-0.2E3"," None "
" Long Path Jct. ","0.13769E4","0.7E0","0.116E4","0.1E2"," None "
" Surebridge Mt. ","0.13773E4","0.4E0","0.12E4","0.4E2"," None "
" Fingerboard Shelter (pic) ","0.13783E4","0.1E1","0.13E4","0.1E3"," S,W "
" Arden Valley Rd. ","0.13794E4","0.11E1","0.1196E4","-0.104E3"," W, Sh "
" Seven Lakes Dr. ","0.13816E4","0.22E1","0.85E3","-0.346E3"," None "
" Goshen Mt. ","0.13824E4","0.8E0","0.118E4","0.33E3"," None "
" William Brien Memorial Shelter (pic) ","0.13836E4","0.12E1","0.107E4","-0.11E3"," S, (NO water) "
" Black Mt. ","0.1385E4","0.14E1","0.116E4","0.9E2"," None "
" Palisades Interstate Pkwy. ","0.13857E4","0.7E0","0.68E3","-0.48E3"," W "
" Beechy Bottom Brook ","0.13859E4","0.2E0","0.66E3","-0.2E2"," W "
" West Mt. Shelter (pic) ","0.13867E4","0.8E0","0.124E4","0.58E3"," W,S* "
" Seven Lakes Dr. ","0.13883E4","0.16E1","0.61E3","-0.63E3"," None "
" Bear Mt. ","0.13899E4","0.16E1","0.1305E4","0.695E3"," W "
" Bear Mountain, NY ","0.13917E4","0.18E1","0.22E3","-0.1085E4"," L,R,W "
" Bear Mt. Museum/Zoo ","0.13924E4","0.7E0","0.124E3","-0.96E2"," None "
" Bear Mt. Bridge ","0.13925E4","0.1E0","0.2E3","0.76E2"," L,R,G "
" NY 9D ","0.13932E4","0.7E0","0.23E3","0.3E2"," None "
" Camp Smith Trail to Anthony’s Nose","0.13937E4","0.5E0","0.7E3","0.47E3"," None "
" Hemlock Springs Campsite ","0.13947E4","0.1E1","0.55E3","-0.15E3"," C,W "
" South Mt. Pass, Manitou Rd. ","0.13949E4","0.2E0","0.46E3","-0.9E2"," None "
" US 9, Peekskill ","0.13983E4","0.34E1","0.4E3","-0.6E2"," G "
" > Graymoor Spiritual Life Center ","0.13989E4","0.6E0","0.55E3","0.15E3"," C,W,Sh "
" Denning Hill ","0.14002E4","0.13E1","0.9E3","0.35E3"," None "
" Old Albany Post Rd. ","0.14016E4","0.14E1","0.607E3","-0.293E3"," None "
" Canopus Hill Rd. ","0.14033E4","0.17E1","0.42E3","-0.187E3"," None "
" South Highland Rd. ","0.14043E4","0.1E1","0.57E3","0.15E3"," None "
" Dennytown Rd. ","0.1407E4","0.27E1","0.86E3","0.29E3"," C,W "
" Sunk Mine Rd. ","0.14086E4","0.16E1","0.8E3","-0.6E2"," None "
" Clarence Fahnestock State Park ","0.14107E4","0.21E1","0.92E3","0.12E3"," C*,W*,Sh* "
" Shenandoah Mt. ","0.14149E4","0.42E1","0.1282E4","0.362E3"," None "
" Long Hill Rd. ","0.14153E4","0.4E0","0.11E4","-0.182E3"," None "
" Shenandoah Tenting Area ","0.14164E4","0.11E1","0.9E3","-0.2E3"," C,W "
" RPH Shelter (pic) ","0.14177E4","0.13E1","0.36E3","-0.54E3"," S,W "
" Taconic State Parkway ","0.1418E4","0.3E0","0.65E3","0.29E3"," None "
" Hosner Mt. Rd. ","0.14212E4","0.32E1","0.5E3","-0.15E3"," None "
" NY 52, Stormville ","0.14228E4","0.16E1","0.8E3","0.3E3"," R,G "
" I-84 Overpass ","0.14242E4","0.14E1","0.95E3","0.15E3"," None "
" Mt. Egbert ","0.14266E4","0.24E1","0.1329E4","0.379E3"," None "
" Morgan Stewart Shelter (pic) ","0.14267E4","0.1E0","0.1285E4","-0.44E2"," S,W "
" Depot Hill Rd. ","0.14278E4","0.11E1","0.123E4","-0.55E2"," None "
" Old Route 55 ","0.14297E4","0.19E1","0.75E3","-0.48E3"," None "
" NY 55, Poughquag ","0.143E4","0.3E0","0.72E3","-0.3E2"," R* "
" Nuclear Lake ","0.14312E4","0.12E1","0.75E3","0.3E2"," None "
" West Mt. ","0.1434E4","0.28E1","0.12E4","0.45E3"," None "
" Telephone Pioneers Shelter (pic) ","0.14345E4","0.5E0","0.91E3","-0.29E3"," S,W "
" CR 20, Dover Oak ","0.14352E4","0.7E0","0.65E3","-0.26E3"," W "
" Appalachian Trail Railroad Station ","0.14376E4","0.24E1","0.48E3","-0.17E3"," C,W,R,G,Sh "
" Hurds Corner Rd. ","0.14378E4","0.2E0","0.48E3","0.0"," None "
" Leather Hill Rd. ","0.14428E4","0.5E1","0.75E3","0.27E3"," None "
" Wiley Shelter (pic) ","0.14432E4","0.4E0","0.74E3","-0.1E2"," S,W "
" Duell Hollow Rd. ","0.14434E4","0.2E0","0.62E3","-0.12E3"," None "
" Hoyt Rd., NY-CT State Line ","0.14444E4","0.1E1","0.4E3","-0.22E3"," R "
" CT 55 ","0.1445E4","0.6E0","0.58E3","0.18E3"," None "
" Ten Mile Hill ","0.14462E4","0.12E1","0.1E4","0.42E3"," None "
" Ten Mile River Lean-to (pic) ","0.14472E4","0.1E1","0.29E3","-0.71E3"," S,W "
" Ten Mile River ","0.14474E4","0.2E0","0.28E3","-0.1E2"," C,W "
" Bulls Bridge Parking side trail ","0.14481E4","0.7E0","0.45E3","0.17E3"," G "
" Schaghticoke Rd. ","0.14488E4","0.7E0","0.32E3","-0.13E3"," None "
" Schaghticoke Mt. ","0.14505E4","0.17E1","0.1331E4","0.1011E4"," None "
" CT-NY State Line ","0.14517E4","0.12E1","0.125E4","-0.81E2"," None "
" Indian Rocks ","0.14521E4","0.4E0","0.129E4","0.4E2"," None "
" Schaghticoke Mt. Campsite ","0.14527E4","0.6E0","0.95E3","-0.34E3"," C,W "
" Thayer Brook ","0.14546E4","0.19E1","0.9E3","-0.5E2"," None "
" Mt. Algo Lean-to (pic) ","0.14556E4","0.1E1","0.655E3","-0.245E3"," S,C,W "
" CT 341, Kent ","0.14559E4","0.3E0","0.35E3","-0.305E3"," L*,R*,G*,O*,Cl*,Sh* "
" Skiff Mt. Rd. ","0.14587E4","0.28E1","0.85E3","0.5E3"," None "
" St. Johns Ledges ","0.14601E4","0.14E1","0.9E3","0.5E2"," None "
" River Rd. ","0.14606E4","0.5E0","0.48E3","-0.42E3"," None "
" Stewart Hollow Brook Lean-to (pic) ","0.14629E4","0.23E1","0.425E3","-0.55E2"," S,C,W "
" Stony Brook Campsite ","0.14633E4","0.4E0","0.44E3","0.15E2"," C,W "
" River Rd. ","0.14653E4","0.2E1","0.46E3","0.2E2"," None "
" Silver Hill Campsite ","0.14661E4","0.8E0","0.1E4","0.54E3"," C "
" CT 4, Cornwall Bridge ","0.1467E4","0.9E0","0.7E3","-0.3E3"," L*,C*,G*,O*,Sh* "
" Guinea Brook ","0.14671E4","0.1E0","0.65E3","-0.5E2"," None "
" Old Sharon Rd. ","0.14672E4","0.1E0","0.75E3","0.1E3"," None "
" Hatch Brook ","0.14684E4","0.12E1","0.88E3","0.13E3"," None "
" Pine Knob Loop Trail ","0.14691E4","0.7E0","0.115E4","0.27E3"," C*,Sh* "
" Caesar Brook Campsite ","0.14695E4","0.4E0","0.76E3","-0.39E3"," C,W "
" Carse Brook ","0.14717E4","0.22E1","0.81E3","0.5E2"," W "
" West Cornwall Rd. ","0.14718E4","0.1E0","0.8E3","-0.1E2"," None "
" Pine Swamp Brook Lean-to (pic) ","0.14729E4","0.11E1","0.1075E4","0.275E3"," S,W "
" Sharon Mt. Rd. ","0.14738E4","0.9E0","0.115E4","0.75E2"," None "
" Mt. Easter ","0.14741E4","0.3E0","0.135E4","0.2E3"," None "
" Sharon Mt. Campsite ","0.14753E4","0.12E1","0.12E4","-0.15E3"," C,W "
" Belter’s Campsite ","0.14781E4","0.28E1","0.77E3","-0.43E3"," C,W "
" US 7/CT 112 ","0.14785E4","0.4E0","0.52E3","-0.25E3"," None "
" Housatonic River Bridge ","0.14791E4","0.6E0","0.5E3","-0.2E2"," None "
" Mohawk Trail ","0.14792E4","0.1E0","0.5E3","0.0"," L,R "
" Water Street, Falls Village ","0.1481E4","0.18E1","0.53E3","0.3E2"," L,C,W,R,Sh "
" Iron Bridge, Housatonic River ","0.14811E4","0.1E0","0.51E3","-0.2E2"," None "
" Great Falls, Housatonic River ","0.14817E4","0.6E0","0.65E3","0.14E3"," None "
" spring ","0.14822E4","0.5E0","0.75E3","0.1E3"," W "
" Prospect Mt. ","0.14845E4","0.23E1","0.1475E4","0.725E3"," None "
" Limestone Spring Lean-to (pic) ","0.14852E4","0.7E0","0.98E3","-0.495E3"," S,C,W "
" Rand’s View ","0.14863E4","0.11E1","0.125E4","0.27E3"," None "
" Billy’s View ","0.14861E4","-0.2E0","0.115E4","-0.1E3"," None "
" US 44, Salisbury ","0.14886E4","0.25E1","0.7E3","-0.45E3"," L,R,G "
" CT 41, Salisbury ","0.14893E4","0.7E0","0.72E3","0.2E2"," L*,R*,G* "
" Plateau Campsite ","0.14895E4","0.2E0","0.8E3","0.8E2"," C,W "
" Lions Head ","0.1492E4","0.25E1","0.1738E4","0.938E3"," None "
" Riga Lean-to (pic) ","0.14927E4","0.7E0","0.161E4","-0.128E3"," S,C,W "
" Ball Brook Campsite ","0.14933E4","0.6E0","0.165E4","0.4E2"," C,W "
" Brassie Brook Lean-to (pic) ","0.14939E4","0.6E0","0.1705E4","0.55E2"," S,C,W "
" Undermountain Trail, Riga Jct. ","0.14944E4","0.5E0","0.182E4","0.115E3"," None "
" Bear Mt. Rd. ","0.14946E4","0.2E0","0.192E4","0.1E3"," None "
" Bear Mt. ","0.14953E4","0.7E0","0.2316E4","0.396E3"," None "
" CT-MA State Line ","0.1496E4","0.7E0","0.18E4","-0.516E3"," None "
" Sages Ravine Brook Campsite ","0.14961E4","0.1E0","0.136E4","-0.44E3"," C,W "
" Sages Ravine ","0.14967E4","0.6E0","0.134E4","-0.2E2"," W "
" Laurel Ridge Campsite ","0.1498E4","0.13E1","0.175E4","0.41E3"," C,W "
" Race Mt. ","0.14998E4","0.18E1","0.2365E4","0.615E3"," None "
" Race Brook Falls Trail ","0.15009E4","0.11E1","0.195E4","-0.415E3"," C,W "
" Mt. Everett ","0.15016E4","0.7E0","0.2602E4","0.652E3"," None "
" Guilder Pond Picnic Area ","0.15023E4","0.7E0","0.205E4","-0.552E3"," None "
" The Hemlocks Lean-to (pic) ","0.15027E4","0.4E0","0.188E4","-0.17E3"," S,W "
" Glen Brook Lean-to (pic) ","0.15028E4","0.1E0","0.1885E4","0.5E1"," S,W "
" Elbow Trail ","0.15034E4","0.6E0","0.175E4","-0.135E3"," None "
" Jug End ","0.15051E4","0.17E1","0.175E4","0.0"," None "
" Jug End Rd. ","0.15062E4","0.11E1","0.89E3","-0.86E3"," W "
" ATC Kellogg Center/NE Office ","0.15071E4","0.9E0","0.81E3","-0.8E2"," L*,R*,G* "
" Shays Rebellion Monument ","0.15089E4","0.18E1","0.7E3","-0.11E3"," None "
" US 7, Great Barrington ","0.15107E4","0.18E1","0.7E3","0.0"," C,G,Sh,R*,O*,Cl* "
" Housatonic River ","0.15116E4","0.9E0","0.72E3","0.2E2"," None "
" Homes Rd. ","0.15136E4","0.2E1","0.115E4","0.43E3"," None "
" East Mt. ","0.1515E4","0.14E1","0.18E4","0.65E3"," W "
" Tom Leonard Lean-to (pic) ","0.15171E4","0.21E1","0.154E4","-0.26E3","S,W "
" Lake Buel Rd. ","0.15182E4","0.11E1","0.115E4","-0.39E3"," None "
" MA 23 ","0.15191E4","0.9E0","0.105E4","-0.1E3"," L* "
" Blue Hill Rd. ","0.15203E4","0.12E1","0.155E4","0.5E3"," None "
" Benedict Pond ","0.15211E4","0.8E0","0.162E4","0.7E2"," C,W "
" The Ledges ","0.15217E4","0.6E0","0.182E4","0.2E3"," None "
" Mt. Wilcox South Lean-to (pic) ","0.15224E4","0.7E0","0.172E4","-0.1E3"," S,W "
" Mt. Wilcox North Lean-to (pic) ","0.15242E4","0.18E1","0.195E4","0.23E3"," S,W "
" Beartown Mt. Rd. ","0.15248E4","0.6E0","0.18E4","-0.15E3"," W "
" Fernside Rd. ","0.1528E4","0.32E1","0.12E4","-0.6E3"," W "
" Shaker Campsite ","0.15283E4","0.3E0","0.1E4","-0.2E3"," C "
" Tyringham, MA ","0.15301E4","0.18E1","0.93E3","-0.7E2"," W,L*,C* "
" Webster Rd. ","0.15331E4","0.3E1","0.18E4","0.87E3"," W "
" Goose Pond Rd. ","0.15355E4","0.24E1","0.165E4","-0.15E3"," None "
" Upper Goose Pond ","0.15374E4","0.19E1","0.15E4","-0.15E3"," None "
" Upper Goose Pond Cabin (pic) ","0.15382E4","0.8E0","0.1483E4","-0.17E2"," S,C,W "
" Mass. Turnpike (I-90) ","0.15394E4","0.12E1","0.14E4","-0.83E2"," None "
" Greenwater Brook ","0.15395E4","0.1E0","0.14E4","0.0"," W "
" US 20 ","0.15398E4","0.3E0","0.14E4","0.0"," L "
" Tyne Rd. ","0.15406E4","0.8E0","0.175E4","0.35E3"," None "
" Beckett Mt. ","0.15411E4","0.5E0","0.218E4","0.43E3"," None "
" Finerty Pond ","0.15429E4","0.18E1","0.19E4","-0.28E3"," W "
" County Rd. ","0.15452E4","0.23E1","0.185E4","-0.5E2"," None "
" Bald Top ","0.15454E4","0.2E0","0.204E4","0.19E3"," None "
" October Mt. Lean-to (pic) ","0.1547E4","0.16E1","0.193E4","-0.11E3"," S,W "
" West Branch Rd. ","0.15477E4","0.7E0","0.196E4","0.3E2"," None "
" Washington Mt/Pittsfield Rd. ","0.15492E4","0.15E1","0.2E4","0.4E2"," C,W "
" stream ","0.15512E4","0.2E1","0.195E4","-0.5E2"," W "
" Blotz Rd. ","0.15524E4","0.12E1","0.185E4","-0.1E3"," None "
" Warner Mt. ","0.15531E4","0.7E0","0.205E4","0.2E3"," None "
" Kay Wood Lean-to (pic) ","0.15558E4","0.27E1","0.186E4","-0.19E3"," S,W "
" Grange Hall Rd. ","0.15561E4","0.3E0","0.165E4","-0.21E3"," None "
" CSX Railroad ","0.15582E4","0.21E1","0.1199E4","-0.451E3"," None "
" Dalton, MA ","0.15588E4","0.6E0","0.12E4","0.1E1"," L,R,G,Cl "
" Gulf Rd. ","0.15598E4","0.1E1","0.118E4","-0.2E2"," None "
" Crystal Mt. Campsite ","0.15635E4","0.37E1","0.21E4","0.92E3"," C,W "
" Gore Pond ","0.15639E4","0.4E0","0.205E4","-0.5E2"," None "
" The Cobbles ","0.15664E4","0.25E1","0.185E4","-0.2E3"," None "
" Hoosic River, Cheshire ","0.15675E4","0.11E1","0.95E3","-0.9E3"," W,R,G,O "
" Hiker Kiosk ","0.15676E4","0.1E0","0.97E3","0.2E2"," None "
" MA 8, Adams ","0.15681E4","0.5E0","0.99E3","0.2E2"," L,G,Cl "
" Outlook Ave. ","0.15689E4","0.8E0","0.135E4","0.36E3"," None "
" Old Adams Rd. ","0.15716E4","0.27E1","0.235E4","0.1E4"," None "
" Mark Noepel Lean-to (pic) ","0.15725E4","0.9E0","0.275E4","0.4E3"," S,C,W "
" Saddle Ball Mt. ","0.15731E4","0.6E0","0.315E4","0.4E3"," None "
" Notch/Rockwell Rd. ","0.15753E4","0.22E1","0.329E4","0.14E3"," None "
" Mt. Greylock ","0.15758E4","0.5E0","0.3491E4","0.201E3"," None "
" Notch Rd. ","0.1579E4","0.32E1","0.34E4","-0.91E2"," W "
" Wilbur Clearing Lean-to (pic) ","0.15791E4","0.1E0","0.2325E4","-0.1075E4"," S,W "
" Pattison Rd. ","0.15812E4","0.21E1","0.9E3","-0.1425E4"," W "
" MA 2, North Adams ","0.15821E4","0.9E0","0.66E3","-0.24E3"," L*,R*,G*,Sh*"
" Sherman Brook Primitive Campsite ","0.15839E4","0.18E1","0.13E4","0.64E3"," C,W "
" Pine Cobble Trail ","0.15849E4","0.1E1","0.201E4","0.71E3"," None "
" Eph’s Lookout ","0.15856E4","0.7E0","0.2254E4","0.244E3"," None "
" MA-VT State Line ","0.15862E4","0.6E0","0.233E4","0.76E2"," None "
" brook ","0.15866E4","0.4E0","0.23E4","-0.3E2"," W "
" Seth Warner Shelter (pic) ","0.1589E4","0.24E1","0.218E4","-0.12E3"," S,C,W "
" County Road ","0.15893E4","0.3E0","0.229E4","0.11E3"," None "
" Ed’s Spring ","0.15904E4","0.11E1","0.289E4","0.6E3"," W "
" Roaring Branch ","0.1592E4","0.16E1","0.247E4","-0.42E3"," W "
" Congdon Shelter (pic) ","0.15962E4","0.42E1","0.206E4","-0.41E3"," S,W "
" Harmon Hill ","0.15987E4","0.25E1","0.2325E4","0.265E3"," None "
" VT 9 ","0.16005E4","0.18E1","0.136E4","-0.965E3"," W "
" Melville Nauheim Shelter (pic) ","0.16021E4","0.16E1","0.233E4","0.97E3"," S,W "
" Hell Hollow Brook ","0.16037E4","0.16E1","0.235E4","0.2E2"," W "
" Little Pond Lookout ","0.16063E4","0.26E1","0.306E4","0.71E3"," None "
" Glastenbury Lookout ","0.16081E4","0.18E1","0.292E4","-0.14E3"," None "
" Goddard Shelter (pic) ","0.16106E4","0.25E1","0.354E4","0.62E3"," S,W "
" Glastenbury Mt. ","0.16109E4","0.3E0","0.3748E4","0.208E3"," None "
" Kid Gore Shelter (pic) ","0.16149E4","0.4E1","0.2795E4","-0.953E3"," S,C,W "
" Lydia’s Rest ","0.16162E4","0.13E1","0.33E4","0.505E3"," None "
" South Alder Brook ","0.16186E4","0.24E1","0.26E4","-0.7E3"," W "
" Story Spring Shelter (pic) ","0.16195E4","0.9E0","0.281E4","0.21E3"," S,W "
" Stratton-Arlington Rd. ","0.16231E4","0.36E1","0.223E4","-0.58E3"," W "
" Stratton Mt. ","0.16269E4","0.38E1","0.3936E4","0.1706E4"," None "
" Stratton Pond Shelter (pic) ","0.16299E4","0.3E1","0.2565E4","-0.1371E4"," S,W "
" Stratton Pond ","0.16301E4","0.2E0","0.2555E4","-0.1E2"," C,W "
" Winhall River ","0.1632E4","0.19E1","0.2175E4","-0.38E3"," W "
" William B. Douglas Shelter (pic) ","0.16348E4","0.28E1","0.221E4","0.35E2"," S,W "
" Old Rootville Rd, Prospect Rock ","0.16357E4","0.9E0","0.215E4","-0.6E2"," W "
" Spruce Peak Shelter (pic) ","0.16378E4","0.21E1","0.218E4","0.3E2"," S,C,W "
" Spruce Peak ","0.16382E4","0.4E0","0.204E4","-0.14E3"," None "
" VT 11/30 ","0.16406E4","0.24E1","0.184E4","-0.2E3"," W "
" Bromley Shelter (pic) ","0.16426E4","0.2E1","0.256E4","0.72E3"," S,C,W "
" Bromley Mt. ","0.16436E4","0.1E1","0.326E4","0.7E3"," None "
" Mad Tom Notch, USFS 21 ","0.16461E4","0.25E1","0.2446E4","-0.814E3"," W "
" Styles Peak ","0.16477E4","0.16E1","0.3394E4","0.948E3"," None "
" Peru Peak ","0.16494E4","0.17E1","0.3429E4","0.35E2"," None "
" Peru Peak Shelter (pic) ","0.16507E4","0.13E1","0.2605E4","-0.824E3"," S,C,W "
" Griffith Lake Tenting Area ","0.16512E4","0.5E0","0.26E4","-0.5E1"," C,W "
" Griffith Lake ","0.16534E4","0.22E1","0.26E4","0.0"," W "
" Baker Peak ","0.16554E4","0.2E1","0.285E4","0.25E3"," None "
" Lost Pond Campsite ","0.16569E4","0.15E1","0.215E4","-0.7E3"," C,W "
" Old Job Shelter (pic) ","0.16571E4","0.2E0","0.1525E4","-0.625E3"," S,C,W "
" USFS 10, Black Branch ","0.16584E4","0.13E1","0.15E4","-0.25E2"," W "
" Lula Tye Shelter (pic) ","0.16601E4","0.17E1","0.192E4","0.42E3"," S,W "
" Little Rock Pond Tenting Area ","0.16604E4","0.3E0","0.1854E4","-0.66E2"," C,W "
" spring ","0.16605E4","0.1E0","0.1854E4","0.0"," W "
" Little Rock Pond Shelter (pic) ","0.16608E4","0.3E0","0.1885E4","0.31E2"," S,W "
" White Rocks Cliffs side trail ","0.16647E4","0.39E1","0.24E4","0.515E3"," None "
" Greenwall Shelter (pic) ","0.16652E4","0.5E0","0.2025E4","-0.375E3"," S,W "
" Sugar Hill Rd. ","0.16666E4","0.14E1","0.126E4","-0.765E3"," None "
" VT 140 ","0.16667E4","0.1E0","0.116E4","-0.1E3"," W "
" Bear Mt. ","0.16688E4","0.21E1","0.222E4","0.106E4"," None "
" Minerva Hinchey Shelter (pic) ","0.16703E4","0.15E1","0.1605E4","-0.615E3"," S,C,W "
" Clarendon Gorge ","0.16729E4","0.26E1","0.8E3","-0.805E3"," W "
" VT 103 ","0.1673E4","0.1E0","0.86E3","0.6E2"," R,G* "
" Clarendon Shelter (pic) ","0.1674E4","0.1E1","0.119E4","0.33E3"," S,C,W "
" Beacon Hill ","0.16745E4","0.5E0","0.174E4","0.55E3"," None "
" Lottery Rd. ","0.16749E4","0.4E0","0.172E4","-0.2E2"," None "
" Lower Cold River Rd. ","0.16769E4","0.2E1","0.14E4","-0.32E3"," None "
" Gould Brook (ford) ","0.16777E4","0.8E0","0.148E4","0.8E2"," W "
" Upper Cold River Rd. ","0.16784E4","0.7E0","0.163E4","0.15E3"," W "
" Governor Clement Shelter (pic) ","0.16798E4","0.14E1","0.19E4","0.27E3"," S,W "
" Killington Peak side trail ","0.16841E4","0.43E1","0.39E4","0.2E4"," None "
" Cooper Lodge (pic) ","0.16841E4","0.0","0.39E4","0.0"," S,C,W "
" Sherburne Trail to Pico Camp (pic) ","0.16866E4","0.25E1","0.348E4","-0.42E3"," S,W "
" Churchill Scott Shelter (pic) ","0.16885E4","0.19E1","0.256E4","-0.92E3"," S,C,W "
" US 4, Rutland ","0.16904E4","0.19E1","0.188E4","-0.68E3"," W,L*,R* "
" Tucker Johnson Shelter (pic), Willard Gap ","0.16914E4","0.1E1","0.23E4","0.42E3"," S,W "
" Sherburne Pass Trail ","0.16923E4","0.9E0","0.244E4","0.14E3"," L,R "
" Gifford Woods State Park ","0.16937E4","0.14E1","0.166E4","-0.78E3"," S,C,W,Sh,R*,G* "
" Kent Pond, Thundering Brook Rd. ","0.16944E4","0.7E0","0.145E4","-0.21E3"," L,R,O "
" River Rd. ","0.16956E4","0.12E1","0.1214E4","-0.236E3"," None "
" Quimby Mt. ","0.16961E4","0.5E0","0.255E4","0.1336E4"," None "
" Stony Brook Shelter (pic) ","0.17004E4","0.43E1","0.176E4","-0.79E3"," S,W "
" Chateauguay Rd. ","0.17051E4","0.47E1","0.2E4","0.24E3"," None "
" Lakota Lake Lookout ","0.17058E4","0.7E0","0.264E4","0.64E3"," None "
" trail to lookout ","0.17079E4","0.21E1","0.232E4","-0.32E3"," None "
" Wintturi Shelter (pic) ","0.17103E4","0.24E1","0.191E4","-0.41E3"," S,W "
" VT 12, Gulf Stream Bridge ","0.17141E4","0.38E1","0.882E3","-0.1028E4"," G "
" Woodstock Stage Rd. ","0.17156E4","0.15E1","0.82E3","-0.62E2"," W,G* "
" Pomfret-South Pomfret Rd. ","0.17178E4","0.22E1","0.98E3","0.16E3"," W "
" Cloudland Rd. ","0.17196E4","0.18E1","0.137E4","0.39E3"," S,G "
" Thistle Hill ","0.17216E4","0.2E1","0.18E4","0.43E3"," None "
" Thistle Hill Shelter (pic) ","0.17219E4","0.3E0","0.148E4","-0.32E3"," S,W "
" Joe Ranger Rd. ","0.17234E4","0.15E1","0.128E4","-0.2E3"," None "
" VT 14, White River ","0.17267E4","0.33E1","0.39E3","-0.89E3"," C,R,G "
" Tigertown/Podunk Rd. ","0.17273E4","0.6E0","0.54E3","0.15E3"," None "
" Podunk Brook ","0.17281E4","0.8E0","0.86E3","0.32E3"," W "
" Happy Hill Shelter (pic) ","0.17307E4","0.26E1","0.146E4","0.6E3"," S,C,W "
" US 5, Norwich ","0.1735E4","0.43E1","0.537E3","-0.923E3"," L,R,G "
" Connecticut River, VT-NH State Line ","0.1736E4","0.1E1","0.38E3","-0.157E3"," None "
" NH 10, Dartmouth College ","0.17365E4","0.5E0","0.52E3","0.14E3"," L,C,G,O,Cl* "
" NH 120 ","0.17372E4","0.7E0","0.49E3","-0.3E2"," None "
" Velvet Rocks Shelter (pic) ","0.1738E4","0.8E0","0.104E4","0.55E3"," S,W "
" Ledyard Spring ","0.17385E4","0.5E0","0.12E4","0.16E3"," W "
" Trescott Rd. ","0.1741E4","0.25E1","0.49E3","-0.71E3"," None "
" Etna-Hanover Center Rd. ","0.17424E4","0.14E1","0.845E3","0.355E3"," L*,G* "
" Three Mile Rd. ","0.17449E4","0.25E1","0.135E4","0.505E3"," None "
" Mink Brook ","0.17451E4","0.2E0","0.13E4","-0.5E2"," W "
" Moose Mt. (south peak) ","0.17467E4","0.16E1","0.229E4","0.99E3"," None "
" Moose Mt. Shelter (pic) ","0.17475E4","0.8E0","0.185E4","-0.44E3"," S,W "
" South Fork, Hewes Brook ","0.17494E4","0.19E1","0.11E4","-0.75E3"," W "
" Goose Pond Rd. ","0.17507E4","0.13E1","0.952E3","-0.148E3"," None "
" Holts Ledge ","0.17527E4","0.2E1","0.193E4","0.978E3"," None "
" Trapper John Shelter (pic) ","0.17532E4","0.5E0","0.1345E4","-0.585E3"," S,C,W "
" Dartmouth Skiway ","0.17541E4","0.9E0","0.88E3","-0.465E3"," None "
" Lyme-Dorchester Rd. ","0.17561E4","0.2E1","0.85E3","-0.3E2"," W "
" Smarts Mt. Tentsite ","0.17598E4","0.37E1","0.32E4","0.235E4"," C,W "
" Firewarden’s Cabin (pic) ","0.17599E4","0.1E0","0.323E4","0.3E2"," S,W "
" South Jacob’s Fork ","0.17638E4","0.39E1","0.145E4","-0.178E4"," None "
" Hexacuba Shelter (pic) ","0.17652E4","0.14E1","0.198E4","0.53E3"," S "
" Mt. Cube side trail ","0.17668E4","0.16E1","0.2911E4","0.931E3"," None "
" NH 25A, Wentworth ","0.17701E4","0.33E1","0.9E3","-0.2011E4"," C*,G* "
" Cpae Moonshine Rd. ","0.17717E4","0.16E1","0.148E4","0.58E3"," C*,Sh* "
" Ore Hill Shelter (pic) ","0.17723E4","0.6E0","0.172E4","0.24E3"," S,W "
" NH 25C ","0.17749E4","0.26E1","0.155E4","-0.17E3"," None "
" Mt. Mist ","0.17774E4","0.25E1","0.22E4","0.65E3"," None "
" NH 25, Glencliff ","0.17798E4","0.24E1","0.1E4","-0.12E4"," L,Cl,Sh "
" Jeffers Brook Shelter (pic) ","0.17809E4","0.11E1","0.135E4","0.35E3"," S,C,W "
" Mt. Moosilaukee ","0.17855E4","0.46E1","0.4802E4","0.3452E4"," None "
" Beaver Brook Shelter ","0.17878E4","0.23E1","0.375E4","-0.1052E4"," S,C,W "
